KIC,T0,e_T0,E_T0,noise_jenkins,flag
2707504,0.07151288746221633,0.12383455895921809,0.023719554825396883,121.95004243318289,0
3124224,0.11448816827452947,0.0026599315623547777,0.0026112742778148764,136.88752130081954,0
3222610,0.025499281899804854,0.08197598778573706,0.01796636853908294,180.2534244445758,0
3757251,0.15160992063971446,0.09319508298761094,0.03982502636668086,437.0983843540009,0
3954961,0.6195098046811963,0.06703480938282834,0.04107216773881346,230.95228894591435,0
4175216,0.7597661000819156,0.06926523307110344,0.06614777363994084,131.11102348879595,0
4264634,0.6770160416834567,0.02310275732830644,0.06982966683061782,228.13671776035514,1
4283417,0.5573229908708915,0.1664322522251033,0.08262911279428867,305.86377636389034,0
4373708,0.27109485304958036,0.009517644190317382,0.1667983330820247,229.25734157248775,1
4641549,1.1228037486164104,0.05853575918671417,0.11839623145253639,431.81509192622474,0
4859400,0.04864816923266849,0.1528507389082726,0.07335145153533079,143.17966409870587,0
4862155,0.6404249182676496,0.02214749791936431,0.05963125927861862,137.02692640034076,0
4916039,0.023706918944036343,0.003540628794260848,0.18168942670319513,342.14908951436445,0
4930913,0.030456616421842917,0.09266302685626913,0.009054062809238596,140.2073328216899,0
4945547,0.4978740968399667,0.0028377973775669516,0.03279671676722172,185.02006975969203,0
4996173,0.3013702315648607,0.021398258028359197,0.02576172003231841,27.4154579388444,0
5006208,1.0200987159875077,0.05496770854059863,0.042900354792673956,127.39400561677641,0
5032343,0.47322225221442166,0.031399777548514626,0.01517059527801805,271.89967025928684,0
5077772,0.217833375340241,0.008963767314952747,0.015539439022543393,332.90791457488996,0
5264764,0.29066118737465657,0.0033478167350625846,0.08548269902543816,287.34594165672235,0
5440365,1.0559863882447538,0.005398490144815625,0.002691187624501922,158.51627281435364,1
5560359,1.1402377565963058,0.08323567292031143,0.027226876949961048,71.59192170942401,0
5621528,0.17766261977421985,0.020433691330297342,0.06422017275252406,511.91820110437124,0
5622796,0.003985922843263999,1.0119409823195444,0.02332823448323127,149.1529041290907,1
5697777,0.03289735083586554,0.024187337958920373,0.021565461452446977,86.79621432112202,1
5731359,0.1847552404667926,0.014345894645122415,0.01615721575176,423.0853132214116,0
5808416,1.2274336406294435,0.15939663161637976,0.06639225225513501,318.2337579544966,0
5881377,0.34402374871152747,0.05891962194632462,0.0023485154572758867,513.9585792544319,0
5937264,0.09190218772977503,0.009416815225542495,0.05336195294462698,203.92165887089016,0
5938531,0.08982050419251052,0.031312719392518236,0.07024852726252015,507.0627446327932,0
5963360,1.4540513752024133,0.02408832714449792,0.20004248643991548,110.29551366952141,0
6370174,0.019200565903821177,0.06928387579753346,0.03537215381013908,386.94801423137017,0
6876614,0.09609574850495414,0.10912083480433678,0.10742509533567089,462.645720759103,0
7023973,0.07105938237105439,0.028564363622599467,0.042779417299810704,48.546595883327036,0
7379583,0.028731615945846018,0.027182517965596738,0.031212466728346783,249.97767788897755,1
7511885,0.42191433921534804,0.07293082451670818,0.06130102090537544,221.0301939204937,0
7663830,0.17812214081638963,0.004327926067642973,0.013186649737341257,392.68280597096503,0
7668857,0.0032856528801318975,0.08563493683749543,0.07781332998277532,153.4539665774495,0
7743830,0.14649222567352485,0.008387636783700443,0.02399766919602648,315.4035054612425,0
7772296,0.9576990556393955,0.08583847177918517,0.03333369436084748,236.72619997242367,0
7801559,1.1112133049305302,0.10430421472904819,0.08260062605263002,130.3182891563452,0
7847566,0.34678313494558155,0.03367438991068701,0.018920531419863343,271.36903727179856,0
7882472,0.30192515292432615,0.03377941364869691,0.014341883375444887,502.2652003369455,0
7985744,0.7499294843639983,0.019114044674245486,0.06702839723203514,466.9673437066015,0
8037466,0.1551441815983379,0.038093755148650724,0.02234624861618029,216.02488971860566,0
8112006,0.404270979361675,0.005595400739252684,0.036618364906318875,210.54352417014275,0
8150479,0.29154645568242343,0.02623306953238026,0.009601750785092284,430.833674943418,0
8167703,0.16578160994719626,0.026875521766633853,0.007238381506784457,200.1289763078259,0
8193786,1.753178442114295,0.06865996246955583,0.03910394673856489,103.2537022126765,0
8382075,0.3390443982122787,0.024398853635538516,0.022601321623262338,249.66188979605496,0
8523058,0.05389450236807517,0.005062615453544244,0.009349621297119614,301.54464237611955,0
8620757,0.15993448010490277,0.026062646790778743,0.017224322218257072,186.9306632851189,0
8817845,0.840522185575003,0.01714234365363172,0.002879913733813558,259.54241110700724,0
8818096,0.7174358445324541,0.10454638359546164,0.02601925111001681,514.3678819443323,0
8844761,0.24667219093019427,0.3958047899951404,0.3958157906845035,105.87309521279995,1
9029375,0.35027334925392944,0.12401561870726048,0.10114019888353303,483.6393703918203,0
9053655,0.3149240984462525,0.051106634771123656,0.04137097191786507,213.19677104169574,0
9091897,0.21524040391963398,0.0311492127616822,0.004251283242345242,229.11685682677847,0
9099624,0.568431788812487,0.06794826511326817,0.0737161302678344,60.13977865073214,0
9139163,0.11146883287520189,0.028231091656227413,0.013989514169015064,9.917707783809195,0
9268205,0.16473139604278078,0.08805584065451434,0.016864027664724668,51.11264164711751,0
9418499,0.1403738400814379,0.007143553634208572,0.07435034786629637,364.55445731608916,0
9457145,0.03277141797771672,0.01335877599903053,0.09509339230827152,196.31598854639853,0
9536270,0.924417682300382,0.008043166013886856,0.7513257028550608,151.97572308808174,1
9666115,1.3911826043073925,0.042968138848681114,0.06620243796184025,182.40912106893893,0
9717943,0.13586461905517672,0.19938223841714378,0.10896292968047291,76.20706526175839,0
9844659,0.13234310777899724,0.05237710657578527,0.11226569618658298,72.76045284463919,0
9893365,0.21703180636851857,0.06713804782977341,0.010705692171212058,172.34184556707652,0
10027247,0.41994871724112404,0.14463642250376826,0.010699155206749113,351.2351109163232,0
10064860,0.36548432864590036,0.031452360445156646,0.037675308559471876,302.5655159413166,0
10095698,0.2806783610531461,0.020461027127056886,0.010105048199931951,280.5843403617939,0
10275962,0.6808260472406202,0.022603941780022563,0.025362433229356315,304.6212790305235,0
10291936,0.5858492006190802,0.03549760954210925,0.04102391661467481,421.4938469826142,0
10297915,0.2613976569176388,0.022602542268704652,0.019532872676792726,99.28814573626893,0
10396339,1.3637893475622016,0.01283594174421343,0.11764706900083392,105.97730899544001,0
10406828,0.5879739071331515,0.029402171352189664,0.014707622397142132,438.4322284847939,0
10789361,0.2442288438718725,0.018404990488487982,0.005965939628946857,101.74647381892126,0
11125756,0.2284604428518393,0.021850170375894408,0.011693490000768107,187.03757266392654,1
11235912,0.24940127363843181,0.015990298629422476,0.0280467007821614,191.2711400627235,0
11347722,0.4711319572535396,0.008209711502300744,0.12487403285085798,377.17409277751466,0
11349556,0.25943478223099753,0.03204910223335032,0.029512671805092747,472.4421435793934,0
11350907,0.8287611900226174,0.009721754233636784,0.0033125977389562937,292.75811852279986,0
11408355,0.9390378989135442,0.039274947176160854,0.00999055421119755,242.09120309024877,0
11466610,0.4350301161290687,0.007682845978134867,0.020622376046604652,133.38731837553112,0
11550689,0.22401903222836833,0.006726758010982204,0.09763300186553182,200.48050655081937,1
11605209,0.6320871919985016,0.19071419599149894,0.011352035475763047,486.3004641964802,0
11668095,0.14933398570418133,0.020805194499637927,0.8990816194568306,460.14837951156716,1
11702835,0.44731674149530437,0.03677606015500322,0.006587197923345073,252.20343856766064,1
11855334,0.6105847638572661,0.025490515060257103,0.06037407898246899,432.7994005759646,0
12016662,1.4986641624758954,0.18871920349476762,0.12763578194840494,107.60729884209987,0
12060710,0.31119909893814846,0.005349659568023357,0.006972053847026408,185.75998964031777,0
